School Name,Address,Phone number,Details
Bai Najamai Nosherwan Dastur Primary and Nursery School,"Lt Col Tarapore Road, Camp   Pune - 411001, Maharashtra, India","(020)-26362633,  Ext. 302 / 306",Nursery - Class V CBSE Board Private School Girls Only School 
Bai Najamai Noshirwan Dastur Primary and Nursery School,"Lt. Col. Tarapore Road, Camp   Pune - 411001, Maharashtra, India",(020)-26362633,Nursery - Class V Private School Co-Educational School 
Bal Kalyan Sansatha,"Near Raj Bhawan, Ganesh Kind Road
   Pune - 411007, Maharashtra, India","(020)-25655953, 25665953, 25675953",Private School (School for Physically Challenged) Co-Educational School Established in 1979 
Bal Niketan Air Force School,"9-BRD Air Force Station, Nagar Road   Pune - 411014, Maharashtra, India",(020)-27011046,Senior Secondary School CBSE Board Private School (Air Force) Co-Educational School Established in 2002 
Bal Nilaya Preschool,"Bungalow No. 5 & 6, Krishna-Keval Township, Near Barista, Opp. Rupee Bank,
Kondhwa   Pune - 411048, Maharashtra, India",(020)-26834872,Play - Nursery Private School Co-Educational School Established in 2002 
Bal-Mitra Montessori School,"Mont Vert Arcade, Pashan-Sus Road, Pashan   Pune - 411021, Maharashtra, India","9422501402, 9423577856",Play School Private School (Montessori) Co-Educational School 
"Balaji Junior College of Arts, Commerce and Science - BJCACS","Survey No. 3/ 1 to 4, Aundh-Ravet Road, Dange Chowk, Tathawade   Pune - 411033, Maharashtra, India",9168290202,Senior Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Balganesh Play Group,"Raj Society, Balaji Nagar, Dhankawadi   Pune - 411043, Maharashtra, India",9325573803,Play School Private School Co-Educational School 
Bali Niketan,"Nagar Road, Dunkirk Line   Pune - 411014, Maharashtra, India",(020)-27011046,High Secondary School CBSE Board Private School Co-Educational School 
Baljivan Primary School,"1255, Bhawani Peth
   Pune - 411021, Maharashtra, India",(022)-26352643Fax : (022) 29674001,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Balloons Playgroup and Nursery,"64/8, Bakul, 14th Lane, Prabhat Road,
Sunderrao Rege Marg   Pune - 411004, Maharashtra, India","9881104626, 9921197471",Play - Nursery Private School Co-Educational School 
Bamboo Shoots Preschool,"40,41, Kulashri Colony, Lane 2, Karve Nagar   Pune - 411052, Maharashtra, India","9822081916, 9075081916",Play - Nursery Private School Co-Educational School 
Bandodkar Primary School,"Narayan Peth, S.P. College Road   Pune - 411030, Maharashtra, India",(020)-24487819,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Bansilal R.A. Hindi High School,"Agrasen Bhavan, Rameshwar Chowk, Shukrawar Peth   Pune - 411002, Maharashtra, India",(020)-24475708,High Secondary School CBSE Board Private School Co-Educational School 
Banyan Tree International School,"Shroff Soleno, Balewadi Road, Opp. Hotel Orchid, Mahalunge
   Pune - 411045, Maharashtra, India",9320103331,High Secondary School ICSE/ISC Board Private School Co-Educational School 
Bapusaheb Pawar Kanyashala,"Bhavani Peth, Vithalwadi Road   Pune - 411042, Maharashtra, India","(020)-26454055, 26382232",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School 
Basant Primary School,"76/1, Ghorpadi   Pune - 411001, Maharashtra, India",9225514530,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Bavdhan Primary School English Medium,"Vidya Nagar Road, Bavdhan, Armament   Pune - 411021, Maharashtra, India",(020)-22953509,Play - Class V Private School Co-Educational School 
Bedrock Preschool,"""Yogayog Bunglow"", 148/4/3 Vishwakarma nagar lane, Near New Poona Bakery, Off Pashan Sus Road   Pune - 411021, Maharashtra, India","9764391174,8390710657",Play - Nursery Private School Co-Educational School 
Beehive Preschool,"Inorbit Mall, Nagar Road, Somnath Nagar, Wadgaon Sheri   Pune - 411014, Maharashtra, India",(020)-69336969,Play - Nursery Private School Co-Educational School 
Beezy Beez Play School,"Sn 41navlai Bunglow, Near Dnganga Society, Jadhav Nagar, Vadgaon Budruk   Pune - 411041, Maharashtra, India",9763458805,Play School Private School Co-Educational School 
BG Academy,"Aundh Chest Hospital Road, Opposite  Walked Tele",9730007246,Nursery - Class X CBSE Board Private School Co-Educational School 
Bhandarkar Balak Mandir,"441, Budhwar Peth   Pune - 411021, Maharashtra, India",(020)-4454083,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Bharat English School,"Sr. No. 19/2, T T Scheme, University Road, Shivaji Nagar   Pune - 411005, Maharashtra, India",9730004469,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Bharati Bal Vikas Mandir,"Near More Vidyalaya, Erandawane   Pune - 411038, Maharashtra, India",(020)-25437161,Private School Co-Educational School Established in 1974 
Bharati Vidyapeeth English Medium High School,"B.V. Educational Complex, Pune-Satara Road, Dhankawadi   Pune - 411043, Maharashtra, India",(020)-24373340,Nursery - Class XII CBSE Board Private School Co-Educational School Established in 1994 
Bharatiya Vidya Bhavan -  Kothrud Complex,"S.No. 40, Hissa No. 1,2,3, Near Kothrud Tele","Exchange, Kothrud   Pune - 411038, Maharashtra, Indiaphone (020)-25388837, 25388710Fax : (020) 25396911",Nursery - Class V Private School Co-Educational School 
Bharatiya Vidya Bhavan - Shivajinagar Complex,"407-408, K.M. Munshi Marg, Bharatiya Vidya Bhavan Chowk, Shivajinagar   Pune - 411016, Maharashtra, India","(022)-25653413, 25657372Fax : (022) 25656137",Nursery - Class V Private School Co-Educational School 
Bhartiya Vidya Bhavan,"Senapati Bapat Road, Model Colony   Pune - 411016, Maharashtra, India","(020)-25653413, 25657372, 25656137",High Secondary School CBSE Board Private School Co-Educational School 
Bhartiya Vidyapeeth English Medium Primary School,"Balewadi   Pune - 411045, Maharashtra, India",(020)-20255845,Primary School CBSE Board Private School Co-Educational School Established in 2001 
Bhavan's Chhabria Nursery School,"Bharatiya Vidya Bhavan Chowk, Dr. K.M. Munshi Marge, 407-408, Shivajinagar, Off. Senapati Bapat Marge   Pune - 411016, Maharashtra, India","(020)-25653413, 25657372Fax : (020) 25656137",Nursery School Private School Co-Educational School Established in 1988 
Bhavan's Paranjape Nursery School,"Kothrud Complex, S. No. 40, Hissa No. 1, 2, 3 , Near Kothrud Tele","Exchange, Kothrud   Pune - 411038, Maharashtra, Indiaphone (020)-25388837, 25388710Fax : (020) 25396911",Nursery School Private School Co-Educational School Established in 2002 
Bhavan's Sulochana Natu Vidya Mandir,"Bharatiya Vidya Bhavan Chowk, Dr. K.M. Munshi Marg, 407-408, Shivajinagar, Off. Senapati Bapat Marg   Pune - 411016, Maharashtra, India","(020)-25653413, 25657372Fax : (020) 25656137",Class I - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1990 
Billabong High International School,"Opp. Aga Khan Palace, Nagar Road, Kalyani Nagar   Pune - 411006, Maharashtra, India",8888341824,High Secondary School ICSE/ISC Board Private School Co-Educational School 
Birla Open Minds Preschool,"Rajkamal Bunglow, Near Vitthal Mandir, Lohegaon Road, Dhanori   Pune - 411015, Maharashtra, India","775897243131, 9850426488",Play - Kindergarten Private School Co-Educational School 
Bissyland Co-Educational High School,"#776A, I.N.S. Shivaji, Lonavala S.P. College   Pune - 411030, Maharashtra, India",(020)-24472190,High Secondary School CBSE Board Private School Co-Educational School 
Bizee Bees Preschool,"Vijayshree, Opp. Mauli Gardern, Baner Road, Baner Gaon-Baner   Pune - 411045, Maharashtra, India","9767898854, 9822394925",Play - Nursery Private School Co-Educational School 
BK Birla Center for Education,"Post Box No. 1, Talegaon Dabhade, Taluka Maval   Pune - 410506, Maharashtra, India","9209029992, 9272205300, 9272205310, 9272205320Fax : (02114) 287028, 287032",Senior Secondary School CBSE Board Private School Co-Educational School Established in 1998 
Bloom Preschool,"Pradhikaran, No. 27a, Nigdi   Pune - 411044, Maharashtra, India",9823045544,Play - Nursery Private School Co-Educational School 
Blooming Bud Pre Primary School,"Sr. No-165, Sambhaji Briged Chowk, Opp. Modak Shop, Malwadi, Malwadi Shamshaan Bhumi Way, Hadapsar   Pune - 411028, Maharashtra, India","9970786644, 8805156026",Play - Nursery Private School Co-Educational School 
Blooming Buds - Hinjewadi,"Orritel Hotel & Service Apartments, Survey No. 274/275/2, Bhosale Farms, Wakad-Hinjewadi Road, Hinjewadi   Pune - 411016, Maharashtra, India",7276052635,Play - Nursery Private School Co-Educational School 
Blooming Buds - Pimple Saudagar,"Rose Icon, RH No.1, Pimple Saudagar   Pune - 411027, Maharashtra, India",7276082635,Play - Nursery Private School Co-Educational School 
Blooming Buds - Senapati Bapad Road,"1077/B, Shivajinagar, P.No.429, Anusay Mane Building, Near Durganagar Society, S.B.Road   Pune - 411016, Maharashtra, India",7276052635,Play - Nursery Private School Co-Educational School 
Blooming Buds Nursery School and Daycare,"Lunawat Complex, Opp. Kothrud Bus Stand, Karve Road   Pune - 411038, Maharashtra, India",9152460349,Play - Nursery Private School Co-Educational School 
Blooming Tree School,"Balewadi Road, No. 1, Harmony Homes, Baner   Pune - 411045, Maharashtra, India","7350008862, 9822455338",Play - Nursery Private School Co-Educational School 
Blossom English Medium Primary School,"Chaitraban Society, New Sangvi   Pune - 411061, Maharashtra, India",(020)-27281191,Primary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Blossom Nursery School and Day Care,"Sougandh Bunglow, Mahavir Furniture Line, Bibwewadi Kondhwa Road   Pune - 411037, Maharashtra, India",9422064128,Play - Nursery Private School Co-Educational School 
Blossom Play Group and Day Care,"Sr. No. 33, Rajpat Society, Dhanashree Apartment, Shikshak Nagar, Lane No. 7, Near Vithal Rukhmini Temple, Kothrud   Pune - 411029, Maharashtra, India",9860358123,Play School Private School Co-Educational School 
Blossom Public School,"S. No. 82/2, Tathawade, Pune Mumbai Bypass Highway, Tathawade   Pune - 411033, Maharashtra, India",8237076943,Nursery - Class XII CBSE Board Private School Co-Educational School 
Blossoms International Play School - BIPS Baner,"Row House No. 1, Mithila Residency, Ram Indu Park Society, Baner   Pune - 411045, Maharashtra, India",8446874489,Play - Nursery Private School Co-Educational School 
Blossoms Preschool,"7, Shiv Mudra, Bhusari Colony-Kothrud, Right Bhusari Behind Mc Donald   Pune - 411038, Maharashtra, India",9850583050,Play - Nursery Private School Co-Educational School 
Blue Bird Nursery School,"Sanjivani Joshi, Plot No. A-27, Manmohan Society, Bhujbal Bagejval   Pune - 411052, Maharashtra, India","9657983267, 9881060272",Play - Nursery Private School Co-Educational School 
Blue Heaven Nursery School,"A-12, Bibvewadi, PMC, (Near Canara Bank)   Pune - 411037, Maharashtra, India",(020)-24232927,Play - Nursery Private School Co-Educational School 
BoB-Primaan International School - BPIS,"Gat No. 97 (Part), House No. 765/1, Hinjewadi Bebed Ohal Road, Post- Chandkhed, Taluka - Maval   Pune - 410506, Maharashtra, India","9766789998, 8605004063",Play - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 2006 
Bopodi English Medium School,"Dr. Rajendra Prasad Pathshala, Ahead of Khadki Railway Station, Bopodi   Pune - 411020, Maharashtra, India","(020)-25540008, 25540009, 66051380",Play - Nursery Private School Co-Educational School 
Boston World School,"Survey No. 13/14/15/19, Next to Hills and Dales, Nibm Annex, Hole Wasti, Undri   Pune - 411028, Maharashtra, India","9823027363, 9579421314",High Secondary School Private School Co-Educational School 
Brainworks - Audh,"Bungalow No. 8, Balaji Park, Next to Hindustan Aero Space College, Behind Seasons Hotel, Aundh   Pune - 411007, Maharashtra, India",(020)-64014647,Play - Nursery Private School Co-Educational School 
Brainworks - Baner,"120/1/2, Brainworks Building, Opposite Ganraj Mangal Karyalaya, Behind Sayker Complex, Baner Road, Baner   Pune - 411045, Maharashtra, India",7507190752,Play - Nursery Private School Co-Educational School 
Brainworks - Dhanori,"No. 51, Plot No. 49, Bhairavnagar, Near Ganpati Temple, Dhanori   Pune - 411007, Maharashtra, India",8806996623,Play - Nursery Private School Co-Educational School 
Brainworks - Haveli,"Row House No.7, Giridhar Nagar, Popular Nagar Road, Haveli   Pune - 411045, Maharashtra, India",9665005523,Play - Nursery Private School Co-Educational School 
Brainworks - Indrayani Nagar,"Sai Darshan Villa, Sai Krupa Row House, Sector No. 3, Indrayani Nagar   Pune - 411026, Maharashtra, India","9225896884, 8237714180",Play - Nursery Private School Co-Educational School 
Brainworks - Koregaon Park,"Plot No. 26, F.P. 403, Vidhyut Nagar, G.R. Sanstha, Lane No. 5, Kawadewadi, Koregaon Park   Pune - 411001, Maharashtra, India",7738071220,Play - Nursery Private School Co-Educational School 
Brainworks - Kothrud,"Anandi Niwas, 47/48 Ex-Serviceman Colony, Paud Road, Kothrud   Pune - 411038, Maharashtra, India",9850090566,Play - Nursery Private School Co-Educational School 
Brainworks - Nigdi,"Saphalya, Block No. 2, Ground Floor, Plot No. 157, Sector 24, Nigdi   Pune - 411051, Maharashtra, India",7738071218,Play - Nursery Private School Co-Educational School 
Brainworks - Sinhgad Road,"Rukmani Bungalow, Sector No. 16/5. Plot No. 22, Hingne Khurd, Opposite Kandge Park, Sinhgad Road   Pune - 411051, Maharashtra, India",7738071221,Play - Nursery Private School Co-Educational School 
Brainworks - Viman Nagar,"Bunglow No. 3, Plot No. 108, Lohegaon Project, Nandgaon, Datta Mandir Chowk Lane, Viman Nagar   Pune - 411006, Maharashtra, India",7738071219,Play - Nursery Private School Co-Educational School 
Brainy Brats,"Kunal Icon Co-Operative Housing Society, Pimple Saudagar, Pimpri Chinchwad   Pune - 411027, Maharashtra, India",9552560638,Play - Nursery Private School Co-Educational School 
